5.980815e-07 7.324340e-07 8.939432e-07 1.087380e-06 1.318196e-06 1.592582e-06 1.917538e-06 2.300925e-06 2.751529e-06 3.279104e-06 3.894413e-06 4.609258e-06 5.436490e-06 6.390005e-06 7.484711e-06 8.736488e-06 1.016209e-05 1.177907e-05 1.360558e-05 1.566025e-05 1.796194e-05 2.052951e-05 2.338151e-05 2.653584e-05 3.000940e-05 3.381764e-05 3.797398e-05 4.248884e-05 4.736875e-05 5.261543e-05 5.822446e-05 6.418379e-05 7.047207e-05 7.705692e-05 8.389349e-05 9.092393e-05 9.807882e-05 1.052822e-04 1.124619e-04 1.195687e-04 1.265956e-04 1.335541e-04 1.404674e-04 1.473662e-04 1.542723e-04 1.611747e-04 1.679915e-04 1.745066e-04 1.804145e-04 1.855961e-04 1.900943e-04 
5.720286e-07 7.012140e-07 8.566636e-07 1.043023e-06 1.265604e-06 1.530448e-06 1.844393e-06 2.215124e-06 2.651242e-06 3.162303e-06 3.758868e-06 4.452522e-06 5.255902e-06 6.182681e-06 7.247548e-06 8.466166e-06 9.855084e-06 1.143164e-05 1.321383e-05 1.522011e-05 1.746920e-05 1.997985e-05 2.277053e-05 2.585913e-05 2.926255e-05 3.299629e-05 3.707389e-05 4.150594e-05 4.629925e-05 5.145587e-05 5.697183e-05 6.283564e-05 6.902666e-05 7.551331e-05 8.225174e-05 8.918518e-05 9.624541e-05 1.033576e-04 1.104505e-04 1.174754e-04 1.244250e-04 1.313102e-04 1.381536e-04 1.449851e-04 1.518261e-04 1.586655e-04 1.654221e-04 1.718823e-04 1.777438e-04 1.828884e-04 1.873582e-04 
5.470642e-07 6.712713e-07 8.208775e-07 1.000405e-06 1.215031e-06 1.470650e-06 1.773939e-06 2.132414e-06 2.554491e-06 3.049536e-06 3.627904e-06 4.300974e-06 5.081166e-06 5.981936e-06 7.017755e-06 8.204072e-06 9.557228e-06 1.109437e-05 1.283330e-05 1.479231e-05 1.699001e-05 1.944501e-05 2.217573e-05 2.520000e-05 2.853474e-05 3.219551e-05 3.619594e-05 4.054681e-05 4.525517e-05 5.032343e-05 5.574804e-05 6.151807e-05 6.761355e-05 7.400373e-05 8.064570e-05 8.748379e-05 9.445092e-05 1.014734e-04 1.084809e-04 1.154253e-04 1.222986e-04 1.291117e-04 1.358863e-04 1.426516e-04 1.494284e-04 1.562057e-04 1.629031e-04 1.693092e-04 1.751251e-04 1.802333e-04 1.846751e-04 
5.231446e-07 6.425557e-07 7.865272e-07 9.594616e-07 1.166404e-06 1.413104e-06 1.706083e-06 2.052689e-06 2.461158e-06 2.940667e-06 3.501373e-06 4.154448e-06 4.912100e-06 5.787570e-06 6.795114e-06 7.949967e-06 9.268267e-06 1.076696e-05 1.246367e-05 1.437654e-05 1.652402e-05 1.892463e-05 2.159670e-05 2.455803e-05 2.782553e-05 3.141482e-05 3.533963e-05 3.961092e-05 4.423598e-05 4.921755e-05 5.455251e-05 6.023048e-05 6.623214e-05 7.252754e-05 7.907473e-05 8.581909e-05 9.269468e-05 9.962889e-05 1.065525e-04 1.134175e-04 1.202160e-04 1.269580e-04 1.336649e-04 1.403649e-04 1.470786e-04 1.537947e-04 1.604338e-04 1.667868e-04 1.725577e-04 1.776300e-04 1.820443e-04 
5.002260e-07 6.150165e-07 7.535547e-07 9.201256e-07 1.119645e-06 1.357722e-06 1.640725e-06 1.975837e-06 2.371119e-06 2.835559e-06 3.379121e-06 4.012773e-06 4.748513e-06 5.599370e-06 6.579389e-06 7.703593e-06 8.987916e-06 1.044911e-05 1.210462e-05 1.397243e-05 1.607084e-05 1.841827e-05 2.103298e-05 2.393271e-05 2.713438e-05 3.065365e-05 3.450437e-05 3.869764e-05 4.324100e-05 4.813752e-05 5.338449e-05 5.897207e-05 6.488158e-05 7.108389e-05 7.753793e-05 8.419015e-05 9.097575e-05 9.782319e-05 1.046641e-04 1.114511e-04 1.181758e-04 1.248480e-04 1.314881e-04 1.381240e-04 1.447756e-04 1.514315e-04 1.580132e-04 1.643139e-04 1.700405e-04 1.750776e-04 1.794647e-04 
4.782648e-07 5.886036e-07 7.219020e-07 8.823307e-07 1.074679e-06 1.304419e-06 1.577768e-06 1.901747e-06 2.284245e-06 2.734068e-06 3.260986e-06 3.875767e-06 4.590203e-06 5.417114e-06 6.370333e-06 7.464676e-06 8.715874e-06 1.014049e-05 1.175578e-05 1.357957e-05 1.563003e-05 1.792547e-05 2.048405e-05 2.332348e-05 2.646069e-05 2.991137e-05 3.368945e-05 3.780621e-05 4.226944e-05 4.708248e-05 5.224308e-05 5.774189e-05 6.356088e-05 6.967169e-05 7.603417e-05 8.259581e-05 8.929288e-05 9.605495e-05 1.028146e-04 1.095247e-04 1.161769e-04 1.227802e-04 1.293546e-04 1.359273e-04 1.425177e-04 1.491144e-04 1.556396e-04 1.618887e-04 1.675718e-04 1.725741e-04 1.769345e-04 
4.572185e-07 5.632673e-07 6.915119e-07 8.460109e-07 1.031430e-06 1.253107e-06 1.517111e-06 1.830306e-06 2.200411e-06 2.636050e-06 3.146805e-06 3.743247e-06 4.436965e-06 5.240571e-06 6.167690e-06 7.232931e-06 8.451825e-06 9.840741e-06 1.141677e-05 1.319755e-05 1.520114e-05 1.744571e-05 1.994936e-05 2.272976e-05 2.580381e-05 2.918725e-05 3.289411e-05 3.693582e-05 4.132039e-05 4.605149e-05 5.112725e-05 5.653884e-05 6.226887e-05 6.828973e-05 7.456216e-05 8.103467e-05 8.764463e-05 9.432267e-05 1.010022e-04 1.076367e-04 1.142173e-04 1.207528e-04 1.272626e-04 1.337730e-04 1.403031e-04 1.468415e-04 1.533110e-04 1.595093e-04 1.651495e-04 1.701176e-04 1.744516e-04 
4.370453e-07 5.389595e-07 6.623285e-07 8.111016e-07 9.898244e-07 1.203701e-06 1.458658e-06 1.761403e-06 2.119488e-06 2.541361e-06 3.036417e-06 3.615032e-06 4.288594e-06 5.069511e-06 5.971202e-06 7.008071e-06 8.195449e-06 9.549516e-06 1.108718e-05 1.282593e-05 1.478367e-05 1.697847e-05 1.942834e-05 2.215089e-05 2.516304e-05 2.848055e-05 3.211754e-05 3.608558e-05 4.039291e-05 4.504351e-05 5.003589e-05 5.536174e-05 6.100428e-05 6.693664e-05 7.312045e-05 7.950522e-05 8.602938e-05 9.262464e-05 9.922530e-05 1.057851e-04 1.122953e-04 1.187639e-04 1.252099e-04 1.316589e-04 1.381295e-04 1.446103e-04 1.510249e-04 1.571732e-04 1.627710e-04 1.677054e-04 1.720134e-04 
4.177054e-07 5.156334e-07 6.342976e-07 7.775404e-07 9.497891e-07 1.156118e-06 1.402314e-06 1.694929e-06 2.041354e-06 2.449862e-06 2.929662e-06 3.490941e-06 4.144887e-06 4.903706e-06 5.780613e-06 6.789810e-06 7.946429e-06 9.266459e-06 1.076663e-05 1.246427e-05 1.437715e-05 1.652321e-05 1.892039e-05 2.158626e-05 2.453769e-05 2.779050e-05 3.135889e-05 3.525458e-05 3.948602e-05 4.405748e-05 4.896787e-05 5.420936e-05 5.976578e-05 6.561100e-05 7.170753e-05 7.800584e-05 8.444545e-05 9.095907e-05 9.748191e-05 1.039681e-04 1.104087e-04 1.168114e-04 1.231942e-04 1.295826e-04 1.359945e-04 1.424185e-04 1.487789e-04 1.548777e-04 1.604338e-04 1.653347e-04 1.696171e-04 
3.991606e-07 4.932448e-07 6.073679e-07 7.452676e-07 9.112558e-07 1.110280e-06 1.347987e-06 1.630781e-06 1.965890e-06 2.361416e-06 2.826388e-06 3.370801e-06 4.005649e-06 4.742938e-06 5.595679e-06 6.577873e-06 7.704455e-06 8.991225e-06 1.045474e-05 1.211216e-05 1.398111e-05 1.607943e-05 1.842496e-05 2.103522e-05 2.392707e-05 2.711636e-05 3.061736e-05 3.444193e-05 3.859874e-05 4.309234e-05 4.792203e-05 5.308046e-05 5.855205e-05 6.431140e-05 7.032188e-05 7.653493e-05 8.289110e-05 8.932415e-05 9.577013e-05 1.021837e-04 1.085555e-04 1.148929e-04 1.212135e-04 1.275419e-04 1.338957e-04 1.402635e-04 1.465703e-04 1.526201e-04 1.581348e-04 1.630027e-04 1.672597e-04 
